일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),"Label(Swell : 1, non-Swell : 0)"
42026.66667,12.1,3.6,2.7,1.7,7.7,0
42026.70833,12.2,3.7,2.8,1.8,7.9,0
42026.75,12.2,3.7,2.7,1.7,8.2,0
42026.79167,12.2,3.4,2.7,1.7,7.9,1
42026.83333,12.2,3.5,2.4,1.5,7.4,1
42026.875,12.2,2.8,2.3,1.4,7.3,1
42026.91667,12.1,2.6,2.1,1.2,7.1,1
42026.95833,12.1,2.7,1.9,1.2,6.8,1
42027,12,2.5,1.8,1.1,6.9,1
42027.04167,12,2.3,1.9,1.2,7,1
42027.08333,12.5,2.5,1.8,1.1,7.2,1
42027.125,12.5,2.2,1.9,1.1,7.6,1
42027.16667,12.5,2.5,1.9,1.2,7.6,1
42027.20833,12.5,2.4,1.8,1.2,7.5,1
42027.25,12.3,2.4,1.6,1,7,1
42027.29167,12.1,2.4,1.5,1,6.8,1
42027.33333,12,2,1.4,0.9,7,1
42027.375,12,2,1.3,0.8,7.2,1
42027.41667,12,1.9,1.4,0.8,7.3,1
42027.45833,12,1.6,1.3,0.8,7.4,1
42027.5,12.2,1.8,1.3,0.8,7.4,1
42027.54167,12.3,1.9,1.4,0.9,7.6,1
42027.58333,12.5,2,1.4,0.9,7.8,1
42027.625,12.8,2.3,1.4,0.9,8,1
42027.66667,12.7,1.6,1.3,0.8,7.7,1
42027.70833,12.6,1.7,1.3,0.8,7.5,1
42027.75,12.5,2,1.4,0.8,7.9,1
42027.79167,12.4,1.7,1.4,0.8,7.6,0
42027.83333,12.3,1.8,1.4,0.8,7.6,0
42027.875,12.2,1.6,1.2,0.7,7.8,0
42027.91667,12.2,1.8,1.3,0.8,8,0
42027.95833,12.2,2.3,1.4,0.9,7.7,0
42028,12.2,1.6,1.3,0.8,7.6,0
42028.04167,12.2,1.6,1.2,0.8,8.1,0
42028.08333,12.2,1.4,1.1,0.7,7.8,0
42028.125,12.1,1.6,1.2,0.7,8.1,0
42028.16667,12.1,1.2,0.9,0.6,7.8,0
42028.20833,12.1,1.2,0.8,0.5,7.7,0
42028.25,12,1.1,0.9,0.5,7.8,0
42028.29167,12,1,0.7,0.4,7.7,0
42028.33333,12,1,0.8,0.4,7.7,0
42028.375,11.9,1.1,0.8,0.4,8.1,0
42028.41667,11.9,0.9,0.7,0.4,8.1,0
42028.45833,11.9,0.9,0.8,0.5,8.3,0
42028.5,12,1,0.8,0.5,7.6,0
42028.54167,12,1,0.8,0.5,7.9,0
42028.58333,12.1,1.3,0.9,0.5,8.1,0
42028.625,12.5,1.2,0.9,0.6,8.2,0
42028.66667,12.7,1.3,1,0.6,8.6,0
42028.70833,12.7,1.1,0.8,0.5,8,0
42028.75,12.6,1.1,0.9,0.5,8.2,0
42028.79167,12.4,1.2,0.9,0.6,8.5,0
42028.83333,12.3,1.1,0.8,0.5,8.1,0
42028.875,12.2,1.3,0.9,0.5,8.4,0
42028.91667,12.1,1,0.8,0.5,8.6,0
42028.95833,12.1,1,0.8,0.5,8.7,0
42029,12,1.2,0.9,0.5,8.4,0
42029.04167,12.3,1.1,0.8,0.5,7.9,0
42029.08333,12.2,1,0.8,0.5,8,0
42029.125,12.2,1.1,0.9,0.5,8,0
42029.16667,12.2,1.2,1,0.6,8.4,0
42029.20833,12.1,1.3,0.9,0.6,8.2,0
42029.25,12,1.3,1,0.6,8.3,0
42029.29167,12,1.2,0.8,0.5,7.9,0
42029.33333,11.9,1.2,0.8,0.5,7.5,0
42029.375,12,1.2,0.7,0.4,6.7,0
42029.41667,12,1,0.8,0.5,7.3,0
42029.45833,12,1.1,0.7,0.4,7.2,0
42029.5,12,1.1,0.8,0.5,6.9,0
42029.54167,12.2,1,0.8,0.5,6.4,0
42029.58333,13,1.3,0.8,0.5,6.8,0
42029.625,12.8,1.1,0.7,0.5,6,0
42029.66667,12.6,1.1,0.7,0.4,6.3,0
42029.70833,12.5,1,0.7,0.4,6.2,0
42029.75,12.6,1.1,0.7,0.5,6.2,0
42029.79167,12.5,0.9,0.7,0.5,5.2,0
42029.83333,12.3,1.1,0.8,0.5,5.9,0
42029.875,12.3,0.9,0.7,0.4,5.5,0
42029.91667,12.2,1.1,0.7,0.4,6.1,0
42029.95833,12.1,1,0.6,0.4,6.8,0
42030,12.2,0.9,0.7,0.4,6.9,0
42030.04167,12.4,1.1,0.7,0.4,6.6,0
42030.08333,13,0.8,0.7,0.4,6.3,0
42030.125,13.2,1.1,0.8,0.5,5.6,0
42030.16667,12.9,1.3,0.9,0.5,5.3,0
42030.20833,12.8,1.2,0.9,0.6,5.5,0
42030.25,12.7,1.6,1.1,0.7,5.2,0
42030.29167,12.6,1.5,1.1,0.7,5.4,0
42030.33333,12.5,1.7,1.3,0.8,6.1,0
42030.375,12.5,1.6,1.1,0.7,5.9,0
42030.41667,12.5,1.7,1.1,0.7,5.9,0
42030.45833,12.6,1.8,1.2,0.8,6.2,0
42030.5,12.7,1.6,1.3,0.8,6,0
42030.54167,12.7,1.6,1.3,0.8,6.2,0
42030.58333,12.7,1.7,1.2,0.7,6.2,0
42030.625,12.7,1.3,1.1,0.7,6,0
42030.66667,12.7,1.4,1,0.6,5.9,0
42030.70833,12.7,1.3,0.9,0.6,5.9,0
42030.75,12.7,1.3,1,0.6,5.5,0
42030.79167,12.8,1.4,0.9,0.6,5.2,0
42030.83333,12.7,1.2,0.9,0.5,5.5,0
42030.875,12.6,1.1,0.8,0.5,5.6,0
42030.91667,12.5,0.9,0.7,0.4,5.6,0
42030.95833,12.4,0.8,0.6,0.4,5.7,0
42031,12.3,0.8,0.6,0.3,4.8,0
42031.04167,12.2,0.7,0.4,0.3,4.6,0
42031.08333,12.1,0.7,0.4,0.3,3.9,0
42031.125,11.9,0.7,0.5,0.3,3.7,0
42031.16667,11.6,0.7,0.5,0.3,3.2,0
42031.20833,11.4,0.8,0.5,0.4,2.8,0
42031.25,11.3,0.5,0.4,0.2,3.4,0
42031.29167,11.3,0.6,0.4,0.3,3.6,0
42031.33333,11.2,0.7,0.5,0.3,3.3,0
42031.375,11.2,0.6,0.4,0.3,3.7,0
42031.41667,11.2,0.6,0.4,0.3,3.9,0
42031.45833,11.1,0.8,0.7,0.4,5.4,0
42031.5,11.2,1.6,1.2,0.7,5.9,0
42031.54167,11.2,1.5,1.2,0.8,6.2,0
42031.58333,11.2,1.8,1.2,0.8,6,0
42031.625,11.2,1.7,1.1,0.7,6.3,0
42031.66667,11.1,1.3,1,0.6,6,0
42031.70833,11.6,1.5,1,0.6,5.4,0
42031.75,11.5,1.4,1,0.6,5.3,0
42031.79167,11.4,1.8,1.3,0.8,7,0
42031.83333,11,1.9,1.3,0.8,7.5,0
42031.875,11.3,1.7,1.5,0.9,7.9,0
42031.91667,11.4,2.1,1.6,1,8.4,1
42031.95833,11.4,2,1.4,0.9,7.7,1
42032,11.4,1.9,1.4,0.9,8,1
42032.04167,11.4,2,1.4,0.8,7.7,1
42032.08333,11.4,1.6,1.4,0.8,8.1,1
42032.125,11.4,1.8,1.4,0.8,8.3,1
42032.16667,11.4,1.8,1.4,0.9,8.3,1
42032.20833,11.4,1.7,1.2,0.7,7.9,1
42032.25,11.4,1.9,1.3,0.7,7.7,1
42032.29167,11.3,1.8,1.3,0.8,7.5,1
42032.33333,11.3,1.8,1.3,0.8,7.5,1
42032.375,11.3,2,1.3,0.8,7.1,1
42032.41667,11.3,2.1,1.6,1,7.3,1
42032.45833,11.3,2.2,1.7,1.1,6.5,1
42032.5,11.2,2.3,1.8,1.1,6.5,1
42032.54167,11.2,2.7,1.8,1.2,6.2,0
42032.58333,11.2,2.3,1.8,1.1,6.6,0
42032.625,11.2,2.4,2,1.2,6.8,0
42032.66667,11.2,2.7,1.9,1.2,6.6,0
42032.70833,11.2,2.2,1.7,1.1,6.7,0
42032.75,11.2,2,1.6,1,6.7,0
42032.79167,11.3,1.9,1.5,0.9,6.6,0
42032.83333,11.3,1.8,1.3,0.8,6.8,0
42032.875,11.2,1.9,1.3,0.8,7.2,1
42032.91667,11.3,1.7,1.4,0.9,7,1
42032.95833,11.5,1.5,1.2,0.7,6.7,1
42033,11.6,1.6,1.2,0.7,6.3,1
42033.04167,11.5,1.7,1.4,0.9,7.1,1
42033.08333,11.5,1.7,1.2,0.8,6.6,1
42033.125,11.5,1.7,1.2,0.7,6.8,1
42033.16667,11.5,1.4,1.1,0.7,6.5,1
42033.20833,11.4,1.5,1.2,0.7,6.9,1
42033.25,11.4,1.3,1,0.7,6.5,1
42033.29167,11.4,1.6,1.1,0.7,6.6,0
42033.33333,11.4,1.4,1.1,0.7,6.4,0
42033.375,11.3,1.3,1,0.6,6.2,0
42033.41667,11.4,1.6,1.2,0.8,6.2,0
42033.45833,11.4,1.6,1.1,0.7,6,0
42033.5,11.4,1.5,1.1,0.7,5.6,0
42033.54167,11.4,1.5,1.1,0.7,5.5,0
42033.58333,11.4,1.4,1.1,0.7,5.5,0
42033.625,11.4,1.6,1.1,0.7,5.5,0
42033.66667,11.4,1.4,1,0.6,5.7,0
42033.70833,11.4,1.4,1,0.6,5.4,0
42033.75,11.4,1.3,1,0.6,5.6,0
42033.79167,11.3,1.1,0.9,0.6,5.1,0
42033.83333,11.3,1.1,0.9,0.6,5.6,0
42033.875,11.3,1.2,0.9,0.6,5.4,0
42033.91667,11.3,1.2,0.9,0.5,5.3,0
42033.95833,11.4,1.1,0.8,0.5,5.5,0
42034,11.4,1,0.8,0.5,5.6,0
42034.04167,11.4,1,0.8,0.5,5.7,0
42034.08333,11.3,1.1,0.7,0.5,5.8,0
42034.125,11.3,1.1,0.7,0.5,5.9,0
42034.16667,11.4,0.9,0.7,0.4,6.2,0
42034.20833,11.3,0.8,0.6,0.4,6,0
42034.25,11.3,0.8,0.6,0.4,5.7,0
42034.29167,11.3,0.9,0.6,0.4,6.4,0
42034.33333,11.3,0.8,0.6,0.4,5.8,0
42034.375,11.3,0.8,0.6,0.3,5.4,0
42034.41667,11.3,0.8,0.5,0.3,5.9,0
42034.45833,11.3,0.8,0.5,0.3,5,0
42034.5,11.3,0.8,0.6,0.3,4.9,0
42034.54167,11.3,0.8,0.6,0.4,4.4,0
42034.58333,11.3,0.8,0.6,0.4,5,0
42034.625,11.3,0.8,0.5,0.3,4.7,0
42034.66667,11.3,0.8,0.5,0.3,5.3,0
42034.70833,11.3,0.8,0.5,0.3,5.1,0
42034.75,11.2,0.7,0.5,0.3,5.6,0
42034.79167,11.2,0.7,0.5,0.3,5.7,0
42034.83333,11.2,0.8,0.6,0.4,5.1,0
42034.875,11.3,0.9,0.6,0.4,5.6,0
42034.91667,11.3,1,0.7,0.4,5.4,0
42034.95833,11.2,1,0.9,0.5,6.1,0
42035,11.3,1.4,1,0.6,6.4,0
42035.04167,11.3,1.7,1.1,0.7,7.1,0
42035.08333,11.2,1.4,1,0.6,6.7,0
42035.125,11.2,1.3,0.9,0.6,6.6,0
42035.16667,11.2,1.4,1,0.6,6.7,0
42035.20833,11.2,1.5,1,0.6,6.7,0
42035.25,11.2,1.6,1,0.6,7.3,0
42035.29167,11.1,1.5,1,0.6,7.4,0
42035.33333,11.1,1.5,1.2,0.7,7.3,0
42035.375,11,1.7,1.2,0.7,6.9,0
42035.41667,11,1.7,1.2,0.7,6.6,0
42035.45833,11.1,1.7,1.2,0.8,7.1,0
42035.5,11.1,1.6,1.2,0.8,7,0
42035.54167,11.2,1.6,1.3,0.8,6.9,0
42035.58333,11.2,1.9,1.4,0.8,7.3,0
42035.625,11.3,2.4,1.5,0.9,7.3,0
42035.66667,11.3,2.6,1.9,1.2,7.6,0
42035.70833,11.3,2.4,1.8,1.1,7.5,0
42035.75,11.3,2.4,1.7,1.1,7.6,0
42035.79167,11.2,2.3,1.7,1.1,7.7,1
42035.83333,11.2,2.4,1.9,1.1,7.6,1
42035.875,11.2,1.9,1.5,1,7.1,1
42035.91667,11.3,1.8,1.5,0.9,7.1,1
42035.95833,11.3,1.9,1.3,0.9,7.3,1
42036,11.2,1.9,1.4,0.8,7.5,1
42036.04167,11.2,1.7,1.4,0.9,7.8,1
42036.08333,11.2,1.9,1.2,0.7,7.6,1
42036.125,11.2,1.9,1.2,0.7,7.7,1
42036.16667,11.2,1.6,1.1,0.7,7.6,1
42036.20833,11.3,1.6,1.2,0.7,7.7,1
42036.25,11.3,1.3,1,0.6,7.3,1
42036.29167,11.3,1.3,1,0.6,7.7,0
42036.33333,11.3,1.4,1.1,0.6,7.4,0
42036.375,11.3,1.4,1.1,0.7,7.7,0
42036.41667,11.3,1.2,1.1,0.7,7.6,1
42036.45833,11.3,1.4,1.1,0.7,7.8,1
42036.5,11.3,1.3,1.1,0.7,7.8,1
42036.54167,11.4,1.3,1.1,0.7,7.8,1
42036.58333,11.4,1.6,1.2,0.7,7.9,1
42036.625,11.4,1.5,1.1,0.7,7.5,1
42036.66667,11.4,1.8,1.3,0.7,8.1,1
42036.70833,11.3,1.9,1.2,0.7,8,1
42036.75,11.3,2.1,1.3,0.7,7.7,1
42036.79167,11.3,1.7,1.3,0.8,8.5,0
42036.83333,11.2,1.7,1.2,0.8,8,0
42036.875,11.2,1.5,1.2,0.7,7.9,0
42036.91667,11.2,1.6,1.2,0.8,8,0
42036.95833,11.4,1.5,1.1,0.7,7.4,0
42037,11.3,1.6,1.2,0.7,8.1,1
42037.04167,11.3,1.5,1.1,0.7,7.8,1
42037.08333,11.3,1.4,1.1,0.7,7.9,1
42037.125,11.3,1.9,1.2,0.7,8.3,1
42037.16667,11.3,1.7,1.1,0.6,8.1,1
42037.20833,11.3,1.7,1.2,0.7,8.3,1
42037.25,11.3,1.5,1.1,0.7,7.9,1
42037.29167,11.3,1.2,1,0.6,7.5,1
42037.33333,11.2,1.4,1.1,0.6,8.3,1
42037.375,11.3,1.5,1,0.6,8,1
42037.41667,11.3,1.5,1.1,0.7,8.3,1
42037.45833,11.3,1.4,1,0.6,7.9,1
42037.5,11.4,1.7,1.1,0.7,7.9,1
42037.54167,11.4,1.3,1.1,0.7,7.6,1
42037.58333,11.4,1.5,1.1,0.7,7.6,1
42037.625,11.4,1.4,1.1,0.6,7.2,1
42037.66667,11.4,1.4,1.1,0.7,7.5,1
42037.70833,11.4,1.6,1.1,0.7,7.4,1
42037.75,11.4,1.4,1,0.6,7,1
42037.79167,11.6,1.5,1,0.6,6.6,0
42037.83333,11.5,1.5,1.1,0.7,7.2,0
42037.875,11.4,1.3,1,0.6,7.2,0
42037.91667,11.3,1.3,1,0.6,7.6,0
42037.95833,11.5,1.4,1,0.6,8.1,0
42038,11.5,1.3,0.9,0.6,7.1,0
42038.04167,11.5,1.3,1,0.6,7.2,0
42038.08333,11.4,1.2,0.9,0.6,7.8,0
42038.125,11.5,1.1,0.9,0.6,7.5,0
42038.16667,11.5,1.2,0.9,0.6,7.5,0
42038.20833,11.5,1.2,1,0.6,7.8,0
42038.25,11.5,1.4,1,0.6,7.2,0
42038.29167,11.5,1.2,0.9,0.6,7.5,0
42038.33333,11.4,1.2,0.9,0.5,7.3,0
42038.375,11.5,1.1,0.9,0.6,7.5,0
42038.41667,11.5,1.2,0.9,0.5,7.5,0
42038.45833,11.5,1.3,1,0.6,7.7,0
42038.5,11.5,1.3,0.9,0.6,7.2,0
42038.54167,11.6,1.2,0.9,0.6,7.5,0
42038.58333,11.6,1.3,0.9,0.6,7.4,0
42038.625,11.6,1.1,0.9,0.6,6.9,0
42038.66667,11.6,1.2,0.9,0.6,7,0
42038.70833,11.6,1.3,0.9,0.5,6.9,0
42038.75,11.5,1.1,0.8,0.5,6.5,0
42038.79167,11.5,1,0.8,0.5,6.6,0
42038.83333,11.5,1.1,0.8,0.5,6.5,0
42038.875,11.5,1.2,0.8,0.5,6.9,0
42038.91667,11.5,1,0.8,0.5,6.9,0
42038.95833,11.4,1.2,0.9,0.6,7.1,0
42039,11.5,1.2,0.8,0.5,6.6,0
42039.04167,11.5,1,0.8,0.5,7,0
42039.08333,11.4,1.1,0.9,0.5,7.2,0
42039.125,11.4,1.3,0.9,0.5,7,0
42039.16667,11.4,1,0.9,0.5,7.4,0
42039.20833,11.4,1.2,0.8,0.5,7.1,0
42039.25,11.4,1.4,1,0.6,7.2,0
42039.29167,11.4,1.1,0.8,0.5,7,0
42039.33333,11.4,1.2,0.9,0.5,7,0
42039.375,11.4,1.3,0.9,0.5,7.1,0
42039.41667,11.3,1.1,0.9,0.5,7.3,0
42039.45833,11.4,1.2,0.9,0.5,7.4,0
42039.5,11.4,1.3,0.8,0.5,7.3,0
42039.54167,11.4,1.1,0.9,0.5,7.7,0
42039.58333,11.4,1.2,0.8,0.5,8.1,0
42039.625,11.4,1.2,0.9,0.6,8.2,0
42039.66667,11.4,1.4,0.9,0.6,8.5,0
42039.70833,11.4,1.4,0.9,0.6,8.5,0
42039.75,11.3,1.3,0.9,0.5,8.9,0
42039.79167,11.3,1.2,0.9,0.6,9.2,0
42039.83333,11.3,1.3,1,0.6,9,0
42039.875,11.3,1.3,0.9,0.6,8.6,0
42039.91667,11.3,1.2,0.9,0.5,8.6,0
42039.95833,11.3,1.3,0.9,0.5,7.9,0
42040,11.2,1.2,0.9,0.5,7.4,0
42040.04167,11.2,1.1,0.8,0.5,6.2,0
42040.08333,11.2,1.1,0.8,0.5,6.6,0
42040.125,11.2,1.3,0.8,0.5,6.6,0
42040.16667,11.2,1.3,0.9,0.6,6.9,0
42040.20833,11.2,1.4,1,0.6,6.6,0
42040.25,11.1,1.5,1.1,0.6,7,0
42040.29167,11.1,1.6,1.2,0.8,6.8,0
42040.33333,11.1,1.9,1.3,0.8,7.3,0
42040.375,11.1,2,1.5,0.9,7.1,0
42040.41667,11.1,1.9,1.4,0.9,6.9,0
42040.45833,11.1,2.5,1.7,1,6.8,0
42040.5,11.2,2.7,2.1,1.4,7.7,0
42040.54167,11.2,3.4,2.3,1.4,7.1,1
42040.58333,11.1,3.1,2.3,1.4,7.2,1
42040.625,11.1,2.8,2.3,1.4,7.5,1
42040.66667,11.3,3.4,2.5,1.6,7.7,1
42040.70833,11.3,3.5,2.6,1.7,7.8,1
42040.75,11.3,2.9,2.5,1.5,7.5,1
42040.79167,11.4,3.3,2.3,1.5,7.6,1
42040.83333,11.3,3.2,2,1.3,7.3,1
42040.875,11.4,2.4,1.8,1.1,7.1,1
42040.91667,11.4,1.8,1.5,1,7,1
42040.95833,11.4,1.7,1.4,0.9,6.8,1
42041,11.5,2,1.4,0.9,7.1,1
42041.04167,11.5,1.6,1.3,0.8,7.4,1
42041.08333,11.5,1.7,1.4,0.9,7.4,1
42041.125,11.5,1.6,1.2,0.7,7.2,1
42041.16667,11.5,1.4,1.1,0.6,6.8,1
42041.20833,11.5,1.5,1.1,0.6,7,1
42041.25,11.4,1.3,1,0.6,7.1,1
42041.29167,11.4,1.3,0.9,0.5,7,1
42041.33333,11.4,1.3,0.9,0.6,6.8,1
42041.375,11.4,1.5,0.9,0.5,6.5,1
42041.41667,11.4,1.5,0.9,0.6,6.8,1
42041.45833,11.5,1.2,1,0.6,7,1
42041.5,11.4,1.2,0.9,0.5,6.8,1
42041.54167,11.4,1.2,0.9,0.5,6.8,0
42041.58333,11.4,1,0.9,0.5,7.1,0
42041.625,11.4,1,0.8,0.5,6.7,0
42041.66667,11.4,1.3,0.8,0.5,6.7,0
42041.70833,11.4,1,0.7,0.4,6.3,0
42041.75,11.4,1,0.7,0.4,6.4,0
42041.79167,11.4,1,0.7,0.4,6.2,0
42041.83333,11.3,0.9,0.6,0.4,6.2,0
42041.875,11.3,0.8,0.6,0.4,6.2,0
42041.91667,11.3,0.9,0.6,0.4,6.7,0
42041.95833,11.3,0.8,0.6,0.3,6.3,0
42042,11.3,0.7,0.5,0.3,6.6,0
42042.04167,11.2,0.7,0.5,0.3,6.3,0
42042.08333,11.2,0.8,0.5,0.3,5.9,0
42042.125,11.2,0.7,0.5,0.3,5.4,0
42042.16667,11.2,0.7,0.4,0.3,4.9,0
42042.20833,11.2,0.6,0.4,0.3,5.7,0
42042.25,11.2,0.6,0.5,0.3,5.5,0
42042.29167,11.2,0.6,0.4,0.3,4.9,0
42042.33333,11.2,0.5,0.4,0.2,5.8,0
42042.375,11.2,0.6,0.4,0.3,6.2,0
42042.41667,11.2,0.6,0.4,0.2,5.4,0
42042.45833,11.2,0.5,0.4,0.2,5.8,0
42042.5,11.3,0.6,0.4,0.3,4.5,0
42042.54167,11.3,0.6,0.4,0.2,5.2,0
42042.58333,11.3,0.8,0.4,0.3,5.4,0
42042.625,11.3,0.5,0.4,0.3,5,0
42042.66667,11.3,0.7,0.4,0.3,4.9,0
42042.70833,11.2,0.7,0.5,0.3,4.8,0
42042.75,11.2,0.7,0.5,0.3,5,0
42042.79167,11.2,0.7,0.5,0.3,5.1,0
42042.83333,11.1,0.7,0.5,0.3,5.4,0
42042.875,11.1,0.7,0.5,0.3,5.1,0
42042.91667,11.1,0.6,0.4,0.3,5.3,0
42042.95833,11,0.5,0.4,0.2,5.3,0
42043,11,0.6,0.4,0.2,5.2,0
42043.04167,11,0.6,0.3,0.2,5.6,0
42043.08333,11,0.5,0.4,0.2,5.1,0
42043.125,11,0.5,0.4,0.2,5.3,0
42043.16667,11,0.6,0.4,0.2,5.1,0
42043.20833,11,0.5,0.4,0.2,4.9,0
42043.25,11,0.6,0.4,0.2,4.2,0
42043.29167,10.9,0.5,0.4,0.2,3.9,0
42043.33333,10.9,0.6,0.4,0.2,3.4,0
42043.375,10.9,0.6,0.4,0.3,3.3,0
42043.41667,10.9,0.6,0.4,0.3,3.1,0
42043.45833,10.9,0.7,0.5,0.3,2.8,0
42043.5,10.9,0.7,0.5,0.3,2.8,0
42043.54167,10.9,0.7,0.5,0.3,3.5,0
42043.58333,10.9,0.7,0.5,0.3,4.2,0
42043.625,10.9,1.1,0.8,0.5,7,0
42043.66667,10.9,1.3,1,0.6,6.8,0
42043.70833,10.9,1.9,1.4,0.9,9.1,0
42043.75,10.9,2.5,1.6,1,9.2,0
42043.79167,10.8,2.1,1.5,0.9,9.1,0
42043.83333,10.9,2,1.6,1,9,0
42043.875,10.9,2,1.6,1,9.1,1
42043.91667,10.8,2.1,1.6,1,9.2,1
42043.95833,10.8,2.1,1.5,1,9.2,1
42044,10.8,2,1.4,0.8,8.5,1
42044.04167,10.8,1.8,1.3,0.8,8.4,1
42044.08333,10.8,1.9,1.4,0.8,8.3,1
42044.125,10.8,2.1,1.4,0.9,8.7,1
42044.16667,10.7,1.9,1.4,0.8,8.2,1
42044.20833,10.5,1.7,1.4,0.9,8.7,1
42044.25,10.7,1.6,1.3,0.8,8.3,1
42044.29167,10.6,2,1.2,0.7,8,1
42044.33333,10.6,1.7,1.3,0.8,8.1,1
42044.375,10.6,1.6,1.3,0.8,8.5,1
42044.41667,10.7,2,1.4,0.9,8.6,1
42044.45833,10.8,2.1,1.4,0.9,7.9,1
42044.5,10.8,2.2,1.4,0.8,8,1
42044.54167,10.9,1.7,1.4,0.9,8,1
42044.58333,10.9,1.8,1.3,0.8,7.7,1
42044.625,10.9,1.8,1.3,0.8,7.6,1
42044.66667,10.8,1.6,1.3,0.7,8.3,1
42044.70833,10.8,1.8,1.3,0.8,8.3,1
42044.75,10.7,1.6,1.2,0.7,8.5,1
42044.79167,10.7,1.6,1.1,0.6,8.2,1
42044.83333,10.7,1.5,1.1,0.6,8.3,1
42044.875,10.6,1.4,1.1,0.6,8.2,1
42044.91667,10.6,1.5,1,0.6,8.5,1
42044.95833,10.6,1.2,0.9,0.5,7.9,1
42045,10.6,1.1,0.9,0.5,8.4,1
42045.04167,10.6,1,0.7,0.4,7.7,1
42045.08333,10.5,0.9,0.8,0.5,6.7,1
42045.125,10.5,1.1,0.9,0.5,8,1
42045.16667,10.5,1,0.7,0.4,7.8,1
42045.20833,10.5,1,0.8,0.5,8,1
42045.25,10.5,1,0.8,0.5,7.6,1
42045.29167,10.5,1,0.8,0.5,7.4,0
42045.33333,10.4,1,0.7,0.4,7.5,0
42045.375,10.4,1,0.6,0.4,7,0
42045.41667,10.5,1,0.7,0.4,7.3,0
42045.45833,10.5,1,0.7,0.4,7.3,0
42045.5,10.5,0.9,0.7,0.4,6.7,0
42045.54167,10.6,0.9,0.7,0.4,7,0
42045.58333,10.6,1,0.7,0.4,6.7,0
42045.625,10.6,1.2,0.8,0.5,7.3,0
42045.66667,10.5,0.9,0.7,0.4,6.9,0
42045.70833,10.6,1,0.7,0.4,7.2,0
42045.75,10.5,1,0.8,0.5,7,0
42045.79167,10.5,1,0.8,0.5,6.7,0
42045.83333,10.5,1,0.8,0.5,6.2,0
42045.875,10.5,1.1,0.7,0.5,6.4,0
42045.91667,10.5,1,0.8,0.5,6.9,0
42045.95833,10.5,0.9,0.7,0.5,6.8,0
42046,10.5,1,0.7,0.5,6.5,0
42046.04167,10.4,1,0.7,0.5,6.7,0
42046.08333,10.4,1,0.7,0.4,6.6,0
42046.125,10.5,0.9,0.6,0.4,6.3,0
42046.16667,10.5,0.8,0.6,0.4,6.4,0
42046.20833,10.5,1,0.7,0.4,6.6,0
42046.25,10.5,1,0.8,0.5,6.9,0
42046.29167,10.5,0.9,0.7,0.4,6.9,0
42046.33333,10.4,0.9,0.7,0.4,6.4,0
42046.375,10.5,0.9,0.7,0.4,6.3,0
42046.41667,10.5,1,0.7,0.4,6.2,0
42046.45833,10.5,0.9,0.6,0.4,5.3,0
42046.5,10.5,0.9,0.6,0.4,4.6,0
42046.54167,10.6,0.9,0.6,0.4,5.3,0
42046.58333,10.7,0.9,0.6,0.4,5.5,0
42046.625,10.6,0.8,0.5,0.3,5.3,0
42046.66667,10.6,0.7,0.5,0.3,5.3,0
42046.70833,10.6,0.6,0.4,0.3,5.5,0
42046.75,10.6,0.7,0.5,0.3,5.6,0
42046.79167,10.5,0.8,0.6,0.4,5.7,0
42046.83333,10.5,0.9,0.6,0.4,5.4,0
42046.875,10.5,0.8,0.7,0.4,5.6,0
42046.91667,10.5,1,0.6,0.4,5.5,0
42046.95833,10.5,1,0.6,0.4,5.5,0
42047,10.5,1,0.6,0.4,5.4,0
42047.04167,10.5,0.8,0.6,0.4,5.4,0
42047.08333,10.5,0.8,0.6,0.4,5.4,0
42047.125,10.5,0.7,0.6,0.4,5.3,0
42047.16667,10.5,0.8,0.5,0.3,5.3,0
42047.20833,10.5,0.8,0.5,0.3,5.4,0
42047.25,10.5,0.9,0.6,0.4,5.3,0
42047.29167,10.5,0.8,0.5,0.3,5.1,0
42047.33333,10.4,0.7,0.5,0.3,5.2,0
42047.375,10.4,0.7,0.4,0.3,4.9,0
42047.41667,10.4,0.6,0.4,0.3,4.2,0
42047.45833,10.5,0.6,0.4,0.3,3.6,0
42047.5,10.5,0.5,0.3,0.2,4.2,0
42047.54167,10.5,0.6,0.4,0.2,3.6,0
42047.58333,10.5,0.6,0.4,0.3,3.8,0
42047.625,10.5,0.7,0.4,0.3,4,0
42047.66667,10.5,0.7,0.4,0.3,4.8,0
42047.70833,10.4,0.6,0.5,0.3,4.9,0
42047.75,10.4,0.9,0.7,0.4,5.7,0
42047.79167,10.4,1,0.8,0.5,5.8,0
42047.83333,10.4,1.2,0.8,0.5,5.8,0
42047.875,10.4,1.1,0.8,0.5,5.8,0
42047.91667,10.4,1.6,1.1,0.6,6.1,0
42047.95833,10.3,1.7,1.1,0.7,6.6,0
42048,10.2,1.7,1.2,0.7,7.2,0
42048.04167,10.2,1.3,1.1,0.6,6.9,0
42048.08333,10.2,1.5,1,0.6,7,0
42048.125,10.2,1.3,0.9,0.6,6.9,0
42048.16667,10.2,1.3,0.9,0.6,6.8,0
42048.20833,10.2,1.4,0.9,0.6,6.8,0
42048.25,10.2,1.2,0.9,0.5,6.6,0
42048.29167,10,1.3,1,0.6,7.4,0
